,Response Time seconds,Battalion,Year_Month,,,
8976,371,B02,2019-08,,,
8977,660,B02,2019-08,,,
8981,811,B02,2019-08,,,
8982,528,B02,2019-08,,,
8985,648,B02,2019-08,,,
8988,298,B02,2019-08,,,
8994,368,B02,2019-08,,,
8997,249,B02,2019-08,,,
9000,324,B02,2019-08,,,
9003,696,B02,2019-08,,,
9007,266,B02,2019-08,,,
9008,248,B02,2019-08,,,
9010,424,B02,2019-08,,,
9012,368,B02,2019-08,,,
9014,650,B02,2019-08,,,
9021,155,B02,2019-08,,,
9025,439,B02,2019-08,,,
9028,438,B02,2019-08,,,
9034,267,B02,2019-08,,,
9035,513,B02,2019-08,,,
9036,415,B02,2019-08,,,
9040,240,B02,2019-08,,,
9045,853,B02,2019-08,,,
9055,294,B02,2019-08,,,
9057,419,B02,2019-08,,,
9064,305,B02,2019-08,,,
9070,395,B02,2019-08,,,
9071,586,B02,2019-08,,,
9078,520,B02,2019-08,,,
9079,479,B02,2019-08,,,
9080,468,B02,2019-08,,,
9082,343,B02,2019-08,,,
9084,184,B02,2019-08,,,
9085,325,B02,2019-08,,,
9086,356,B02,2019-08,,,
9089,727,B02,2019-08,,,
9102,405,B02,2019-08,,,
9103,385,B02,2019-08,,,
9107,0,B02,2019-08,,,
9113,324,B02,2019-08,,,
9114,2296,B02,2019-08,,,
9115,375,B02,2019-08,,,
9119,145,B02,2019-08,,,
9121,428,B02,2019-08,,,
9127,920,B02,2019-08,,,
9134,276,B02,2019-08,,,
9138,562,B02,2019-08,,,
9143,542,B02,2019-08,,,
9149,688,B02,2019-08,,,
9159,217,B02,2019-08,,,
9161,283,B02,2019-08,,,
9169,514,B02,2019-08,,,
9174,619,B02,2019-08,,,
9175,1407,B02,2019-08,,,
9176,289,B02,2019-08,,,
9180,405,B02,2019-08,,,
9182,274,B02,2019-08,,,
9188,500,B02,2019-08,,,
9192,281,B02,2019-08,,,
9204,317,B02,2019-08,,,
9211,314,B02,2019-08,,,
9217,262,B02,2019-08,,,
9226,296,B02,2019-08,,,
9229,0,B02,2019-08,,,
9235,323,B02,2019-08,,,
9242,392,B02,2019-08,,,
9250,271,B02,2019-08,,,
9255,250,B02,2019-08,,,
9257,1370,B02,2019-08,,,
9261,566,B02,2019-08,,,
9266,563,B02,2019-08,,,
9276,188,B02,2019-08,,,
9280,453,B02,2019-08,,,
9288,375,B02,2019-08,,,
9294,1695,B02,2019-08,,,
9312,1877,B02,2019-08,,,
9313,312,B02,2019-08,,,
9325,292,B02,2019-08,,,
9326,394,B02,2019-08,,,
9328,466,B02,2019-08,,,
9338,912,B02,2019-08,,,
9344,375,B02,2019-08,,,
9347,576,B02,2019-08,,,
9348,568,B02,2019-08,,,
9350,859,B02,2019-08,,,
9358,375,B02,2019-08,,,
9361,439,B02,2019-08,,,
9364,284,B02,2019-08,,,
9381,944,B02,2019-08,,,
9387,357,B02,2019-08,,,
9396,1156,B02,2019-08,,,
9408,338,B02,2019-08,,,
9410,633,B02,2019-08,,,
9415,1103,B02,2019-08,,,
9427,216,B02,2019-08,,,
9431,173,B02,2019-08,,,
9445,413,B02,2019-08,,,
9455,761,B02,2019-08,,,
9471,843,B02,2019-08,,,
9475,676,B02,2019-08,,,
9480,886,B02,2019-08,,,
9484,674,B02,2019-08,,,
9488,160,B02,2019-08,,,
9491,309,B02,2019-08,,,
9494,330,B02,2019-08,,,
9495,729,B02,2019-08,,,
9498,393,B02,2019-08,,,
9501,345,B02,2019-08,,,
9504,272,B02,2019-08,,,
9505,397,B02,2019-08,,,
9506,235,B02,2019-08,,,
9507,1780,B02,2019-08,,,
9510,754,B02,2019-08,,,
9512,264,B02,2019-08,,,
9515,436,B02,2019-08,,,
9519,1029,B02,2019-08,,,
9524,271,B02,2019-08,,,
9527,2297,B02,2019-08,,,
9529,322,B02,2019-08,,,
9532,624,B02,2019-08,,,
9534,406,B02,2019-08,,,
9539,623,B02,2019-08,,,
9540,1200,B02,2019-08,,,
9551,502,B02,2019-08,,,
9552,1486,B02,2019-08,,,
9555,1417,B02,2019-08,,,
9557,425,B02,2019-08,,,
9558,634,B02,2019-08,,,
9565,117,B02,2019-08,,,
9567,323,B02,2019-08,,,
9574,262,B02,2019-08,,,
9580,1005,B02,2019-08,,,
9592,289,B02,2019-08,,,
9597,360,B02,2019-08,,,
9600,311,B02,2019-08,,,
9603,390,B02,2019-08,,,
9607,351,B02,2019-08,,,
9608,158,B02,2019-08,,,
9618,333,B02,2019-08,,,
9626,275,B02,2019-08,,,
9627,612,B02,2019-08,,,
9630,1904,B02,2019-08,,,
9636,357,B02,2019-08,,,
9637,1164,B02,2019-08,,,
9652,925,B02,2019-08,,,
9653,738,B02,2019-08,,,
9654,548,B02,2019-08,,,
9658,443,B02,2019-08,,,
9659,585,B02,2019-08,,,
9671,449,B02,2019-08,,,
9678,833,B02,2019-08,,,
9683,1190,B02,2019-08,,,
9688,1197,B02,2019-08,,,
9694,199,B02,2019-08,,,
9703,639,B02,2019-08,,,
9706,524,B02,2019-08,,,
9712,890,B02,2019-08,,,
9713,423,B02,2019-08,,,
9714,284,B02,2019-08,,,
9718,412,B02,2019-08,,,
9719,315,B02,2019-08,,,
9726,947,B02,2019-08,,,
9727,1792,B02,2019-08,,,
9734,570,B02,2019-08,,,
9736,784,B02,2019-08,,,
9737,317,B02,2019-08,,,
9738,833,B02,2019-08,,,
9741,625,B02,2019-08,,,
9748,1056,B02,2019-08,,,
9757,274,B02,2019-08,,,
9759,376,B02,2019-08,,,
9762,248,B02,2019-08,,,
9765,373,B02,2019-08,,,
9766,296,B02,2019-08,,,
9769,857,B02,2019-08,,,
9773,229,B02,2019-08,,,
9780,892,B02,2019-08,,,
9782,394,B02,2019-08,,,
9783,275,B02,2019-08,,,
9784,422,B02,2019-08,,,
9785,504,B02,2019-08,,,
9786,314,B02,2019-08,,,
9787,253,B02,2019-08,,,
9788,812,B02,2019-08,,,
9803,385,B02,2019-08,,,
9805,415,B02,2019-08,,,
9808,1386,B02,2019-08,,,
9809,441,B02,2019-08,,,
9811,262,B02,2019-08,,,
9814,360,B02,2019-08,,,
9817,542,B02,2019-08,,,
9818,492,B02,2019-08,,,
9819,255,B02,2019-08,,,
9825,373,B02,2019-08,,,
9828,263,B02,2019-08,,,
9829,452,B02,2019-08,,,
9832,367,B02,2019-08,,,
9835,140,B02,2019-08,,,
9836,254,B02,2019-08,,,
9837,453,B02,2019-08,,,
9844,441,B02,2019-08,,,
9846,600,B02,2019-08,,,
9847,364,B02,2019-08,,,
9853,191,B02,2019-08,,,
9856,322,B02,2019-08,,,
9857,169,B02,2019-08,,,
9859,643,B02,2019-08,,,
9864,588,B02,2019-08,,,
9867,4574,B02,2019-08,,,
9870,200,B02,2019-08,,,
9871,317,B02,2019-08,,,
9874,308,B02,2019-08,,,
9876,896,B02,2019-08,,,
9885,282,B02,2019-08,,,
9886,431,B02,2019-08,,,
9887,228,B02,2019-08,,,
9888,1298,B02,2019-08,,,
9889,264,B02,2019-08,,,
9891,467,B02,2019-08,,,
9893,163,B02,2019-08,,,
9900,524,B02,2019-08,,,
9902,507,B02,2019-08,,,
9904,346,B02,2019-08,,,
9906,276,B02,2019-08,,,
9909,520,B02,2019-08,,,
9911,155,B02,2019-08,,,
9914,2703,B02,2019-08,,,
9918,322,B02,2019-08,,,
9923,331,B02,2019-08,,,
9924,867,B02,2019-08,,,
9925,197,B02,2019-08,,,
9933,225,B02,2019-08,,,
9935,330,B02,2019-08,,,
9936,163,B02,2019-08,,,
9950,428,B02,2019-08,,,
9952,270,B02,2019-08,,,
9959,702,B02,2019-08,,,
9962,174,B02,2019-08,,,
9979,291,B02,2019-08,,,
9980,699,B02,2019-08,,,
9986,400,B02,2019-08,,,
9988,323,B02,2019-08,,,
9997,389,B02,2019-08,,,
10000,541,B02,2019-08,,,
10001,359,B02,2019-08,,,
10004,343,B02,2019-08,,,
10007,311,B02,2019-08,,,
10011,149,B02,2019-08,,,
10028,295,B02,2019-08,,,
10034,336,B02,2019-08,,,
10043,328,B02,2019-08,,,
10045,291,B02,2019-08,,,
10048,419,B02,2019-08,,,
10049,371,B02,2019-08,,,
10051,613,B02,2019-08,,,
10058,826,B02,2019-08,,,
10072,753,B02,2019-08,,,
10078,450,B02,2019-08,,,
10080,255,B02,2019-08,,,
10081,332,B02,2019-08,,,
10085,462,B02,2019-08,,,
10088,382,B02,2019-08,,,
10092,826,B02,2019-08,,,
10097,444,B02,2019-08,,,
10100,1123,B02,2019-08,,,
10103,374,B02,2019-08,,,
10107,444,B02,2019-08,,,
10111,218,B02,2019-08,,,
10112,263,B02,2019-08,,,
10118,778,B02,2019-08,,,
10130,345,B02,2019-08,,,
10133,307,B02,2019-08,,,
10139,459,B02,2019-08,,,
10142,299,B02,2019-08,,,
10149,328,B02,2019-08,,,
10151,431,B02,2019-08,,,
10154,957,B02,2019-08,,,
10155,281,B02,2019-08,,,
10157,516,B02,2019-08,,,
10159,644,B02,2019-08,,,
10161,875,B02,2019-08,,,
10174,518,B02,2019-08,,,
10178,483,B02,2019-08,,,
10183,318,B02,2019-08,,,
10186,369,B02,2019-08,,,
10189,318,B02,2019-08,,,
10204,299,B02,2019-08,,,
10209,604,B02,2019-08,,,
10214,302,B02,2019-08,,,
10217,432,B02,2019-08,,,
10226,431,B02,2019-08,,,
10230,363,B02,2019-08,,,
10232,423,B02,2019-08,,,
10236,246,B02,2019-08,,,
10238,238,B02,2019-08,,,
10253,262,B02,2019-08,,,
10257,640,B02,2019-08,,,
10260,485,B02,2019-08,,,
10261,657,B02,2019-08,,,
10267,379,B02,2019-08,,,
10275,271,B02,2019-08,,,
10288,433,B02,2019-08,,,
10290,529,B02,2019-08,,,
10291,665,B02,2019-08,,,
10308,232,B02,2019-08,,,
10310,386,B02,2019-08,,,
10313,176,B02,2019-08,,,
10317,667,B02,2019-08,,,
10319,271,B02,2019-08,,,
10322,342,B02,2019-08,,,
10323,581,B02,2019-08,,,
10325,239,B02,2019-08,,,
10326,531,B02,2019-08,,,
10328,398,B02,2019-08,,,
10330,922,B02,2019-08,,,
10332,1056,B02,2019-08,,,
10333,244,B02,2019-08,,,
10334,363,B02,2019-08,,,
10340,355,B02,2019-08,,,
10342,278,B02,2019-08,,,
10346,53,B02,2019-08,,,
10351,351,B02,2019-08,,,
10358,253,B02,2019-08,,,
10362,806,B02,2019-08,,,
10366,1160,B02,2019-08,,,
10369,277,B02,2019-08,,,
10372,354,B02,2019-08,,,
10377,316,B02,2019-08,,,
10382,386,B02,2019-08,,,
10385,834,B02,2019-08,,,
10397,651,B02,2019-08,,,
10401,423,B02,2019-08,,,
10403,257,B02,2019-08,,,
10407,1289,B02,2019-08,,,
10408,286,B02,2019-08,,,
10409,330,B02,2019-08,,,
10413,235,B02,2019-08,,,
10415,386,B02,2019-08,,,
10423,517,B02,2019-08,,,
10429,339,B02,2019-08,,,
10437,269,B02,2019-08,,,
10439,247,B02,2019-08,,,
10443,250,B02,2019-08,,,
10453,171,B02,2019-08,,,
10454,318,B02,2019-08,,,
10455,315,B02,2019-08,,,
10456,533,B02,2019-08,,,
10459,420,B02,2019-08,,,
10460,378,B02,2019-08,,,
10461,429,B02,2019-08,,,
10463,420,B02,2019-08,,,
10468,574,B02,2019-08,,,
10471,396,B02,2019-08,,,
10472,443,B02,2019-08,,,
10474,921,B02,2019-08,,,
10478,516,B02,2019-08,,,
10483,254,B02,2019-08,,,
10492,446,B02,2019-08,,,
10494,519,B02,2019-08,,,
10502,360,B02,2019-08,,,
10504,516,B02,2019-08,,,
10510,225,B02,2019-08,,,
10511,1583,B02,2019-08,,,
10513,279,B02,2019-08,,,
10514,271,B02,2019-08,,,
10515,377,B02,2019-08,,,
10517,1227,B02,2019-08,,,
10518,380,B02,2019-08,,,
10520,403,B02,2019-08,,,
10521,262,B02,2019-08,,,
10526,360,B02,2019-08,,,
10529,996,B02,2019-08,,,
10534,945,B02,2019-08,,,
10542,765,B02,2019-08,,,
10545,233,B02,2019-08,,,
10549,527,B02,2019-08,,,
10555,248,B02,2019-08,,,
10556,396,B02,2019-08,,,
10559,1297,B02,2019-08,,,
10566,268,B02,2019-08,,,
10568,243,B02,2019-08,,,
10574,747,B02,2019-08,,,
10577,329,B02,2019-08,,,
10578,304,B02,2019-08,,,
10589,268,B02,2019-08,,,
10595,641,B02,2019-08,,,
10596,3746,B02,2019-08,,,
10600,296,B02,2019-08,,,
10602,420,B02,2019-08,,,
10608,388,B02,2019-08,,,
10616,224,B02,2019-08,,,
10624,1515,B02,2019-08,,,
10635,385,B02,2019-08,,,
10644,1350,B02,2019-08,,,
10646,291,B02,2019-08,,,
10647,753,B02,2019-08,,,
10648,362,B02,2019-08,,,
10654,380,B02,2019-08,,,
10665,144,B02,2019-08,,,
10671,371,B02,2019-08,,,
10672,929,B02,2019-08,,,
10688,529,B02,2019-08,,,
10690,389,B02,2019-08,,,
10698,207,B02,2019-08,,,
10701,255,B02,2019-08,,,
10702,411,B02,2019-08,,,
10724,348,B02,2019-08,,,
10725,292,B02,2019-08,,,
10727,721,B02,2019-08,,,
10728,318,B02,2019-08,,,
10732,280,B02,2019-08,,,
10741,247,B02,2019-08,,,
10744,655,B02,2019-08,,,
10748,373,B02,2019-08,,,
10750,282,B02,2019-08,,,
10754,131,B02,2019-08,,,
10756,260,B02,2019-08,,,
10760,284,B02,2019-08,,,
10762,553,B02,2019-08,,,
10763,1417,B02,2019-08,,,
10766,333,B02,2019-08,,,
10770,301,B02,2019-08,,,
10772,398,B02,2019-08,,,
10773,735,B02,2019-08,,,
10775,365,B02,2019-08,,,
10789,601,B02,2019-08,,,
10795,157,B02,2019-08,,,
10803,318,B02,2019-08,,,
10810,341,B02,2019-08,,,
10813,701,B02,2019-08,,,
10814,114,B02,2019-08,,,
10817,367,B02,2019-08,,,
10818,438,B02,2019-08,,,
10820,479,B02,2019-08,,,
10823,345,B02,2019-08,,,
10825,558,B02,2019-08,,,
10840,529,B02,2019-08,,,
10846,498,B02,2019-08,,,
10847,259,B02,2019-08,,,
10848,288,B02,2019-08,,,
10856,1410,B02,2019-08,,,
10857,729,B02,2019-08,,,
10858,656,B02,2019-08,,,
10859,372,B02,2019-08,,,
10861,352,B02,2019-08,,,
10862,610,B02,2019-08,,,
10863,119,B02,2019-08,,,
10867,258,B02,2019-08,,,
10868,322,B02,2019-08,,,
10869,298,B02,2019-08,,,
10879,151,B02,2019-08,,,
10883,432,B02,2019-08,,,
10884,822,B02,2019-08,,,
10888,921,B02,2019-08,,,
10889,823,B02,2019-08,,,
10891,405,B02,2019-08,,,
10892,206,B02,2019-08,,,
10896,530,B02,2019-08,,,
10898,450,B02,2019-08,,,
10901,684,B02,2019-08,,,
10907,229,B02,2019-08,,,
10916,269,B02,2019-08,,,
10917,303,B02,2019-08,,,
10919,429,B02,2019-08,,,
10924,551,B02,2019-08,,,
10929,707,B02,2019-08,,,
10932,308,B02,2019-08,,,
10935,0,B02,2019-08,,,
10938,999,B02,2019-08,,,
10943,219,B02,2019-08,,,
10945,729,B02,2019-08,,,
10950,1213,B02,2019-08,,,
10951,295,B02,2019-08,,,
10956,243,B02,2019-08,,,
10964,317,B02,2019-08,,,
10980,301,B02,2019-08,,,
10983,294,B02,2019-08,,,
10990,583,B02,2019-08,,,
10991,215,B02,2019-08,,,
10994,247,B02,2019-08,,,
10995,817,B02,2019-08,,,
10999,338,B02,2019-08,,,
11001,435,B02,2019-08,,,
11008,1490,B02,2019-08,,,
11012,168,B02,2019-08,,,
11019,239,B02,2019-08,,,
11027,542,B02,2019-08,,,
11028,301,B02,2019-08,,,
11033,388,B02,2019-08,,,
11034,626,B02,2019-08,,,
11052,424,B02,2019-08,,,
11058,538,B02,2019-08,,,
11059,318,B02,2019-08,,,
11065,247,B02,2019-08,,,
11078,568,B02,2019-08,,,
11082,441,B02,2019-08,,,
11090,296,B02,2019-08,,,
11093,459,B02,2019-08,,,
11095,312,B02,2019-08,,,
11102,278,B02,2019-08,,,
11106,290,B02,2019-08,,,
11121,726,B02,2019-08,,,
11128,923,B02,2019-08,,,
11132,383,B02,2019-08,,,
11133,899,B02,2019-08,,,
11142,252,B02,2019-08,,,
11144,643,B02,2019-08,,,
11158,245,B02,2019-08,,,
11162,187,B02,2019-08,,,
11167,287,B02,2019-08,,,
11175,516,B02,2019-08,,,
11176,594,B02,2019-08,,,
11178,654,B02,2019-08,,,
11183,304,B02,2019-08,,,
11185,664,B02,2019-08,,,
11186,264,B02,2019-08,,,
11187,773,B02,2019-08,,,
11191,658,B02,2019-08,,,
11193,719,B02,2019-08,,,
11198,1718,B02,2019-08,,,
11206,422,B02,2019-08,,,
11214,978,B02,2019-08,,,
11216,380,B02,2019-08,,,
11220,329,B02,2019-08,,,
11221,485,B02,2019-08,,,
11223,630,B02,2019-08,,,
11225,628,B02,2019-08,,,
11226,4243,B02,2019-08,,,
11228,248,B02,2019-08,,,
11229,221,B02,2019-08,,,
11230,622,B02,2019-08,,,
11236,438,B02,2019-08,,,
11241,497,B02,2019-08,,,
11247,391,B02,2019-08,,,
11248,365,B02,2019-08,,,
11252,338,B02,2019-08,,,
11257,445,B02,2019-08,,,
11259,589,B02,2019-08,,,
11267,324,B02,2019-08,,,
11280,304,B02,2019-08,,,
11289,534,B02,2019-08,,,
11296,256,B02,2019-08,,,
11297,303,B02,2019-08,,,
11324,1243,B02,2019-08,,,
11325,341,B02,2019-08,,,
11337,608,B02,2019-08,,,
11341,277,B02,2019-08,,,
11351,360,B02,2019-08,,,
11352,428,B02,2019-08,,,
11354,399,B02,2019-08,,,
11355,264,B02,2019-08,,,
11362,619,B02,2019-08,,,
11364,788,B02,2019-08,,,
11367,376,B02,2019-08,,,
11370,404,B02,2019-08,,,
11372,154,B02,2019-08,,,
11378,214,B02,2019-08,,,
11394,406,B02,2019-08,,,
11397,177,B02,2019-08,,,
11398,294,B02,2019-08,,,
11403,357,B02,2019-08,,,
11411,719,B02,2019-08,,,
11416,424,B02,2019-08,,,
11425,429,B02,2019-08,,,
11428,322,B02,2019-08,,,
11432,770,B02,2019-08,,,
11443,273,B02,2019-08,,,
11444,768,B02,2019-08,,,
11448,438,B02,2019-08,,,
11452,261,B02,2019-08,,,
11454,266,B02,2019-08,,,
11458,193,B02,2019-08,,,
11460,608,B02,2019-08,,,
11474,618,B02,2019-08,,,
11475,244,B02,2019-08,,,
11477,217,B02,2019-08,,,
11492,389,B02,2019-08,,,
11493,707,B02,2019-08,,,
11494,297,B02,2019-08,,,
11496,259,B02,2019-08,,,
11505,300,B02,2019-08,,,
11509,582,B02,2019-08,,,
11515,0,B02,2019-08,,,
11517,347,B02,2019-08,,,
11527,206,B02,2019-08,,,
11529,784,B02,2019-08,,,
11533,452,B02,2019-08,,,
11538,369,B02,2019-08,,,
11551,287,B02,2019-08,,,
11555,557,B02,2019-08,,,
11558,805,B02,2019-08,,,
11560,416,B02,2019-08,,,
11566,859,B02,2019-08,,,
11567,827,B02,2019-08,,,
11569,582,B02,2019-08,,,
11572,152,B02,2019-08,,,
11578,209,B02,2019-08,,,
11581,1484,B02,2019-08,,,
11582,382,B02,2019-08,,,
11590,203,B02,2019-08,,,
11594,859,B02,2019-08,,,
11596,277,B02,2019-08,,,
11598,752,B02,2019-08,,,
11603,312,B02,2019-08,,,
11607,369,B02,2019-08,,,
11609,259,B02,2019-08,,,
11612,323,B02,2019-08,,,
11621,245,B02,2019-08,,,
11627,554,B02,2019-08,,,
11630,396,B02,2019-08,,,
11641,815,B02,2019-08,,,
11645,235,B02,2019-08,,,
11647,803,B02,2019-08,,,
11649,385,B02,2019-08,,,
11654,483,B02,2019-08,,,
11680,610,B02,2019-08,,,
11686,392,B02,2019-08,,,
11687,328,B02,2019-08,,,
11688,233,B02,2019-08,,,
11692,505,B02,2019-08,,,
11694,363,B02,2019-08,,,
11701,797,B02,2019-08,,,
11709,567,B02,2019-08,,,
11716,694,B02,2019-08,,,
11719,415,B02,2019-08,,,
11720,450,B02,2019-08,,,
11727,377,B02,2019-08,,,
11740,381,B02,2019-08,,,
11753,374,B02,2019-08,,,
11754,693,B02,2019-08,,,
11757,320,B02,2019-08,,,
11760,395,B02,2019-08,,,
11766,1002,B02,2019-08,,,
11776,461,B02,2019-08,,,
11782,368,B02,2019-08,,,
11784,248,B02,2019-08,,,
11792,87,B02,2019-08,,,
11815,249,B02,2019-08,,,
11819,410,B02,2019-08,,,
11827,675,B02,2019-08,,,
11830,350,B02,2019-08,,,
11832,537,B02,2019-08,,,
11836,342,B02,2019-08,,,
11842,538,B02,2019-08,,,
11860,332,B02,2019-08,,,
11872,394,B02,2019-08,,,
11874,303,B02,2019-08,,,
11888,554,B02,2019-08,,,
11906,337,B02,2019-08,,,
11917,722,B02,2019-08,,,
11925,412,B02,2019-08,,,
11936,164,B02,2019-08,,,
11937,0,B02,2019-08,,,
11951,328,B02,2019-08,,,
11952,282,B02,2019-08,,,
11955,410,B02,2019-08,,,
11967,383,B02,2019-08,,,
11979,548,B02,2019-08,,,
11983,369,B02,2019-08,,,
12006,383,B02,2019-08,,,
12008,336,B02,2019-08,,,
12018,423,B02,2019-08,,,
12025,475,B02,2019-08,,,
12026,614,B02,2019-08,,,
12031,0,B02,2019-08,,,
12035,484,B02,2019-08,,,
12039,338,B02,2019-08,,,
12040,409,B02,2019-08,,,
12049,1042,B02,2019-08,,,
12055,411,B02,2019-08,,,
12057,969,B02,2019-08,,,
12062,645,B02,2019-08,,,
12065,197,B02,2019-08,,,
12076,415,B02,2019-08,,,
12093,400,B02,2019-08,,,
12095,377,B02,2019-08,,,
12096,0,B02,2019-08,,,
12099,408,B02,2019-08,,,
12101,681,B02,2019-08,,,
12106,658,B02,2019-08,,,
12108,357,B02,2019-08,,,
12109,1006,B02,2019-08,,,
12122,645,B02,2019-08,,,
12126,189,B02,2019-08,,,
12127,331,B02,2019-08,,,
12129,455,B02,2019-08,,,
12130,307,B02,2019-08,,,
12136,406,B02,2019-08,,,
12143,685,B02,2019-08,,,
12149,318,B02,2019-08,,,
12150,286,B02,2019-08,,,
12156,327,B02,2019-08,,,
12162,438,B02,2019-08,,,
12170,972,B02,2019-08,,,
12179,630,B02,2019-08,,,
12182,501,B02,2019-08,,,
12183,554,B02,2019-08,,,
12185,429,B02,2019-08,,,
12198,350,B02,2019-08,,,
12205,229,B02,2019-08,,,
12207,430,B02,2019-08,,,
12213,973,B02,2019-08,,,
12219,534,B02,2019-08,,,
12221,412,B02,2019-08,,,
12222,439,B02,2019-08,,,
12229,298,B02,2019-08,,,
12231,704,B02,2019-08,,,
12233,3164,B02,2019-08,,,
12236,409,B02,2019-08,,,
12245,560,B02,2019-08,,,
12249,359,B02,2019-08,,,
12252,555,B02,2019-08,,,
12258,379,B02,2019-08,,,
12259,264,B02,2019-08,,,
12262,333,B02,2019-08,,,
12263,290,B02,2019-08,,,
12265,289,B02,2019-08,,,
12271,509,B02,2019-08,,,
12273,306,B02,2019-08,,,
12276,267,B02,2019-08,,,
12277,351,B02,2019-08,,,
12279,344,B02,2019-08,,,
12282,796,B02,2019-08,,,
12286,486,B02,2019-08,,,
12292,342,B02,2019-08,,,
12302,302,B02,2019-08,,,
12306,288,B02,2019-08,,,
12311,393,B02,2019-08,,,
12313,1989,B02,2019-08,,,
12316,464,B02,2019-08,,,
12319,350,B02,2019-08,,,
12321,736,B02,2019-08,,,
12322,330,B02,2019-08,,,
12324,444,B02,2019-08,,,
12328,72,B02,2019-08,,,
12338,379,B02,2019-08,,,
12342,222,B02,2019-08,,,
12348,394,B02,2019-08,,,
12356,314,B02,2019-08,,,
12357,475,B02,2019-08,,,
12360,409,B02,2019-08,,,
12377,368,B02,2019-08,,,
12378,1262,B02,2019-08,,,
12399,528,B02,2019-08,,,
12405,258,B02,2019-08,,,
12406,337,B02,2019-08,,,
12407,384,B02,2019-08,,,
12417,257,B02,2019-08,,,
12421,785,B02,2019-08,,,
12423,342,B02,2019-08,,,
12433,397,B02,2019-08,,,
12436,516,B02,2019-08,,,
12438,993,B02,2019-08,,,
12440,316,B02,2019-08,,,
12442,224,B02,2019-08,,,
12447,520,B02,2019-08,,,
12465,328,B02,2019-08,,,
12469,468,B02,2019-08,,,
12474,835,B02,2019-08,,,
12480,310,B02,2019-08,,,
12484,439,B02,2019-08,,,
12488,356,B02,2019-08,,,
12492,187,B02,2019-08,,,
12511,511,B02,2019-08,,,
12518,249,B02,2019-08,,,
12520,447,B02,2019-08,,,
12521,248,B02,2019-08,,,
12526,329,B02,2019-08,,,
12530,509,B02,2019-08,,,
12541,495,B02,2019-08,,,
12542,583,B02,2019-08,,,
12543,336,B02,2019-08,,,
12549,426,B02,2019-08,,,
12554,445,B02,2019-08,,,
12555,336,B02,2019-08,,,
12558,439,B02,2019-08,,,
12561,826,B02,2019-08,,,
12563,352,B02,2019-08,,,
12580,172,B02,2019-08,,,
12581,353,B02,2019-08,,,
12582,687,B02,2019-08,,,
12585,458,B02,2019-08,,,
12593,1163,B02,2019-08,,,
12599,334,B02,2019-08,,,
12601,236,B02,2019-08,,,
12615,681,B02,2019-08,,,
12617,365,B02,2019-08,,,
12623,608,B02,2019-08,,,
12632,354,B02,2019-08,,,
12633,904,B02,2019-08,,,
12639,217,B02,2019-08,,,
12644,598,B02,2019-08,,,
12652,848,B02,2019-08,,,
12657,750,B02,2019-08,,,
12664,377,B02,2019-08,,,
12666,159,B02,2019-08,,,
12669,335,B02,2019-08,,,
12675,324,B02,2019-08,,,
12678,485,B02,2019-08,,,
12685,320,B02,2019-08,,,
12686,487,B02,2019-08,,,
12689,683,B02,2019-08,,,
12700,155,B02,2019-08,,,
12708,508,B02,2019-08,,,
12716,587,B02,2019-08,,,
12721,442,B02,2019-08,,,
12727,255,B02,2019-08,,,
12730,254,B02,2019-08,,,
12733,288,B02,2019-08,,,
12734,374,B02,2019-08,,,
12736,245,B02,2019-08,,,
12737,420,B02,2019-08,,,
12745,156,B02,2019-08,,,
12748,372,B02,2019-08,,,
12751,475,B02,2019-08,,,
12754,432,B02,2019-08,,,
12758,354,B02,2019-08,,,
12761,185,B02,2019-08,,,
12762,727,B02,2019-08,,,
12765,381,B02,2019-08,,,
12768,549,B02,2019-08,,,
12771,471,B02,2019-08,,,
12773,612,B02,2019-08,,,
12796,336,B02,2019-08,,,
12803,182,B02,2019-08,,,
12805,691,B02,2019-08,,,
12807,208,B02,2019-08,,,
12809,404,B02,2019-08,,,
12810,1146,B02,2019-08,,,
12821,889,B02,2019-08,,,
12824,287,B02,2019-08,,,
12825,326,B02,2019-08,,,
12828,419,B02,2019-08,,,
12832,309,B02,2019-08,,,
12833,542,B02,2019-08,,,
12836,384,B02,2019-08,,,
12842,362,B02,2019-08,,,
12851,645,B02,2019-08,,,
12855,274,B02,2019-08,,,
12859,351,B02,2019-08,,,
12861,312,B02,2019-08,,,
12866,409,B02,2019-08,,,
12877,227,B02,2019-08,,,
12891,467,B02,2019-08,,,
12894,397,B02,2019-08,,,
12901,375,B02,2019-08,,,
12905,466,B02,2019-08,,,
12909,1167,B02,2019-08,,,
12922,313,B02,2019-08,,,
12927,257,B02,2019-08,,,
12941,468,B02,2019-08,,,
12947,473,B02,2019-08,,,
12957,234,B02,2019-08,,,
12963,224,B02,2019-08,,,
12966,738,B02,2019-08,,,
12968,446,B02,2019-08,,,
12977,727,B02,2019-08,,,
12983,161,B02,2019-08,,,
12984,1354,B02,2019-08,,,
12987,371,B02,2019-08,,,
12992,479,B02,2019-08,,,
13003,577,B02,2019-08,,,
13004,198,B02,2019-08,,,
13008,510,B02,2019-08,,,
13027,327,B02,2019-08,,,
13030,907,B02,2019-08,,,
13033,411,B02,2019-08,,,
13037,345,B02,2019-08,,,
13038,880,B02,2019-08,,,
13044,336,B02,2019-08,,,
